Name,Start Date (UTC),Start Time (UTC),End Date (UTC),End Time (UTC),BodyWeight,Exercise,Equipment,Reps,Weight,Time,Distance,Status,Categories
"Greyskulls B","2/27/2019","4:03:41 PM","2/27/2019","5:55:12 PM","90,0","Chest Fly","Machine","5","45,0","","","Done","Pectorals"
"Greyskulls B","2/27/2019","4:03:41 PM","2/27/2019","5:55:12 PM","90,0","Running","None","","","00:15:00","2,6","NotStarted","Cardio"
"Greyskulls B","2/27/2019","4:03:41 PM","2/27/2019","5:55:12 PM","90,0","Negative Pullups","None","16","0,0","","","NotStarted","Pull-ups "
"Greyskulls B","2/27/2019","4:03:41 PM","2/27/2019","5:55:12 PM","90,0","Bench Press","Machine","5","40,0","","","Done","Pectorals,Triceps"
"Greyskulls B","2/27/2019","4:03:41 PM","2/27/2019","5:55:12 PM","90,0","Bench Press","Machine","5","40,0","","","Done","Pectorals,Triceps"
"Greyskulls B","2/27/2019","4:03:41 PM","2/27/2019","5:55:12 PM","90,0","Bench Press","Machine","3","45,0","","","Failed","Pectorals,Triceps"
"Greyskulls B","2/27/2019","4:03:41 PM","2/27/2019","5:55:12 PM","90,0","Machine Bench Press","Machine","5","55,0","","","Done","Chest"
"Greyskulls B","2/27/2019","4:03:41 PM","2/27/2019","5:55:12 PM","90,0","Machine Bench Press","Machine","5","55,0","","","Done","Chest"
"Greyskulls B","2/27/2019","4:03:41 PM","2/27/2019","5:55:12 PM","90,0","Machine Bench Press","Machine","5","55,0","","","Done","Chest"
"Greyskulls A","3/1/2019","2:53:13 PM","3/1/2019","4:03:44 PM","90,0","Leg Press","Machine","5","65,0","","","Done","Glutes,Quads"
"Greyskulls A","3/1/2019","2:53:13 PM","3/1/2019","4:03:44 PM","90,0","Leg Press","Machine","5","65,0","","","Done","Glutes,Quads"
"Greyskulls A","3/1/2019","2:53:13 PM","3/1/2019","4:03:44 PM","90,0","Leg Press","Machine","7","65,0","","","Done","Glutes,Quads"
"Greyskulls A","3/1/2019","2:53:13 PM","3/1/2019","4:03:44 PM","90,0","Split Squat","Barbell","5","0,0","","","Done",""
"Greyskulls A","3/1/2019","2:53:13 PM","3/1/2019","4:03:44 PM","90,0","Split Squat","Barbell","5","0,0","","","Done",""
"Greyskulls A","3/1/2019","2:53:13 PM","3/1/2019","4:03:44 PM","90,0","Split Squat","Barbell","5","0,0","","","Done",""
"Greyskulls A","3/1/2019","2:53:13 PM","3/1/2019","4:03:44 PM","90,0","Squat","Barbell","5","65,0","","","Done","Glutes,Quads,Abdominals,Hips"
"Greyskulls A","3/1/2019","2:53:13 PM","3/1/2019","4:03:44 PM","90,0","Squat","Barbell","5","65,0","","","Done","Glutes,Quads,Abdominals,Hips"
"Greyskulls A","3/1/2019","2:53:13 PM","3/1/2019","4:03:44 PM","90,0","Squat","Barbell","6","65,0","","","Done","Glutes,Quads,Abdominals,Hips"
"Greyskulls A","3/1/2019","2:53:13 PM","3/1/2019","4:03:44 PM","90,0","Standing Calf Raise","Single Dumbbell","10","65,0","","","Done","Calves"
"Greyskulls A","3/1/2019","2:53:13 PM","3/1/2019","4:03:44 PM","90,0","Standing Calf Raise","Single Dumbbell","10","65,0","","","Done","Calves"
"Greyskulls A","3/1/2019","2:53:13 PM","3/1/2019","4:03:44 PM","90,0","Shoulder Fly","Single Dumbbell","10","14,0","","","Done","Deltoids"
"Greyskulls A","3/1/2019","2:53:13 PM","3/1/2019","4:03:44 PM","90,0","Shoulder Fly","Single Dumbbell","10","14,0","","","Done","Deltoids"
"Greyskulls A","3/1/2019","2:53:13 PM","3/1/2019","4:03:44 PM","90,0","Shoulder Fly","Single Dumbbell","10","14,0","","","Done","Deltoids"
"Greyskulls A","3/1/2019","2:53:13 PM","3/1/2019","4:03:44 PM","90,0","Shoulder Shrug","Single Dumbbell","5","25,0","","","Done","Traps"
"Greyskulls A","3/1/2019","2:53:13 PM","3/1/2019","4:03:44 PM","90,0","Shoulder Shrug","Single Dumbbell","5","25,0","","","Done","Traps"
"Greyskulls A","3/1/2019","2:53:13 PM","3/1/2019","4:03:44 PM","90,0","Shoulder Shrug","Single Dumbbell","5","25,0","","","Done","Traps"
"Greyskulls A","3/1/2019","2:53:13 PM","3/1/2019","4:03:44 PM","90,0","Overhead Press","None","10","25,0","","","Done","Shoulders,Traps,Abdominals,Legs,Arms"
"Greyskulls A","3/1/2019","2:53:13 PM","3/1/2019","4:03:44 PM","90,0","Overhead Press","None","10","25,0","","","Done","Shoulders,Traps,Abdominals,Legs,Arms"
"Greyskulls A","3/1/2019","2:53:13 PM","3/1/2019","4:03:44 PM","90,0","Overhead Press","None","10","25,0","","","Done","Shoulders,Traps,Abdominals,Legs,Arms"
"Greyskulls A","3/1/2019","2:53:13 PM","3/1/2019","4:03:44 PM","90,0","Running","None","","","00:06:00","0,7","NotStarted","Cardio"
"Greyskulls B","3/6/2019","4:09:04 PM","3/6/2019","6:06:02 PM","90,0","Chest Fly","Machine","10","45,0","","","Done","Pectorals"
"Greyskulls B","3/6/2019","4:09:04 PM","3/6/2019","6:06:02 PM","90,0","Chest Fly","Machine","10","45,0","","","Done","Pectorals"
"Greyskulls B","3/6/2019","4:09:04 PM","3/6/2019","6:06:02 PM","90,0","Chest Fly","Machine","10","45,0","","","Failed","Pectorals"
"Greyskulls B","3/6/2019","4:09:04 PM","3/6/2019","6:06:02 PM","90,0","Dumbbell Press","None","10","18,0","","","Done","Pecs"
"Greyskulls B","3/6/2019","4:09:04 PM","3/6/2019","6:06:02 PM","90,0","Dumbbell Press","None","10","18,0","","","Done","Pecs"
"Greyskulls B","3/6/2019","4:09:04 PM","3/6/2019","6:06:02 PM","90,0","Dumbbell Press","None","10","18,0","","","Done","Pecs"
"Greyskulls B","3/6/2019","4:09:04 PM","3/6/2019","6:06:02 PM","90,0","Dips","None","5","0,0","","","Done","Chest"
"Greyskulls B","3/6/2019","4:09:04 PM","3/6/2019","6:06:02 PM","90,0","Dips","None","5","0,0","","","Done","Chest"
"Greyskulls B","3/6/2019","4:09:04 PM","3/6/2019","6:06:02 PM","90,0","Dips","None","3","0,0","","","Failed","Chest"
"Greyskulls B","3/6/2019","4:09:04 PM","3/6/2019","6:06:02 PM","90,0","Bench Press","Machine","10","35,0","","","Done","Pectorals,Triceps"
"Greyskulls B","3/6/2019","4:09:04 PM","3/6/2019","6:06:02 PM","90,0","Bench Press","Machine","10","35,0","","","Done","Pectorals,Triceps"
"Greyskulls B","3/6/2019","4:09:04 PM","3/6/2019","6:06:02 PM","90,0","Bench Press","Machine","8","35,0","","","Failed","Pectorals,Triceps"
"Greyskulls B","3/6/2019","4:09:04 PM","3/6/2019","6:06:02 PM","90,0","Negative Pullups","None","0","0,0","","","NotStarted","Pull-ups "
"Greyskulls B","3/6/2019","4:09:04 PM","3/6/2019","6:06:02 PM","90,0","Barbell Row","Barbell","5","70,0","","","Done","Upper Back,Lower Back,Abdominals,Hips,Arms"
"Greyskulls B","3/6/2019","4:09:04 PM","3/6/2019","6:06:02 PM","90,0","Barbell Row","Barbell","5","70,0","","","Done","Upper Back,Lower Back,Abdominals,Hips,Arms"
"Greyskulls B","3/6/2019","4:09:04 PM","3/6/2019","6:06:02 PM","90,0","Barbell Row","Barbell","5","70,0","","","Failed","Upper Back,Lower Back,Abdominals,Hips,Arms"
"Greyskulls B","3/6/2019","4:09:04 PM","3/6/2019","6:06:02 PM","90,0","Deadlift","Barbell","5","100,0","","","Done","Glutes,Quads,Hamstring,Hips,Lower Back"
"Greyskulls B","3/6/2019","4:09:04 PM","3/6/2019","6:06:02 PM","90,0","Running","None","","","00:15:00","2,7","NotStarted","Cardio"
"Greyskulls A","3/11/2019","4:30:44 PM","3/11/2019","5:36:58 PM","90,0","Leg Press","Machine","10","69,0","","","Done","Glutes,Quads"
"Greyskulls A","3/11/2019","4:30:44 PM","3/11/2019","5:36:58 PM","90,0","Leg Press","Machine","10","85,0","","","Done","Glutes,Quads"
"Greyskulls A","3/11/2019","4:30:44 PM","3/11/2019","5:36:58 PM","90,0","Leg Press","Machine","10","85,0","","","Done","Glutes,Quads"
"Greyskulls A","3/11/2019","4:30:44 PM","3/11/2019","5:36:58 PM","90,0","Split Squat","Barbell","8","20,0","","","NotStarted",""
"Greyskulls A","3/11/2019","4:30:44 PM","3/11/2019","5:36:58 PM","90,0","Split Squat","Barbell","8","20,0","","","NotStarted",""
"Greyskulls A","3/11/2019","4:30:44 PM","3/11/2019","5:36:58 PM","90,0","Split Squat","Barbell","8","20,0","","","NotStarted",""
"Greyskulls A","3/11/2019","4:30:44 PM","3/11/2019","5:36:58 PM","90,0","Squat","Barbell","5","67,5","","","Done","Glutes,Quads,Abdominals,Hips"
"Greyskulls A","3/11/2019","4:30:44 PM","3/11/2019","5:36:58 PM","90,0","Squat","Barbell","5","67,5","","","Done","Glutes,Quads,Abdominals,Hips"
"Greyskulls A","3/11/2019","4:30:44 PM","3/11/2019","5:36:58 PM","90,0","Squat","Barbell","5","67,5","","","Done","Glutes,Quads,Abdominals,Hips"
"Greyskulls A","3/11/2019","4:30:44 PM","3/11/2019","5:36:58 PM","90,0","Standing Calf Raise","Single Dumbbell","10","77,5","","","Done","Calves"
"Greyskulls A","3/11/2019","4:30:44 PM","3/11/2019","5:36:58 PM","90,0","Standing Calf Raise","Single Dumbbell","10","77,5","","","Done","Calves"
"Greyskulls A","3/11/2019","4:30:44 PM","3/11/2019","5:36:58 PM","90,0","Shoulder Fly","Single Dumbbell","10","12,0","","","Done","Deltoids"
"Greyskulls A","3/11/2019","4:30:44 PM","3/11/2019","5:36:58 PM","90,0","Shoulder Fly","Single Dumbbell","10","16,0","","","Done","Deltoids"
"Greyskulls A","3/11/2019","4:30:44 PM","3/11/2019","5:36:58 PM","90,0","Shoulder Fly","Single Dumbbell","10","16,0","","","Done","Deltoids"
"Greyskulls A","3/11/2019","4:30:44 PM","3/11/2019","5:36:58 PM","90,0","Shoulder Shrug","Single Dumbbell","10","27,5","","","Done","Traps"
"Greyskulls A","3/11/2019","4:30:44 PM","3/11/2019","5:36:58 PM","90,0","Shoulder Shrug","Single Dumbbell","10","27,5","","","Done","Traps"
"Greyskulls A","3/11/2019","4:30:44 PM","3/11/2019","5:36:58 PM","90,0","Shoulder Shrug","Single Dumbbell","10","27,5","","","Done","Traps"
"Greyskulls A","3/11/2019","4:30:44 PM","3/11/2019","5:36:58 PM","90,0","Overhead Press","None","5","30,0","","","Done","Shoulders,Traps,Abdominals,Legs,Arms"
"Greyskulls A","3/11/2019","4:30:44 PM","3/11/2019","5:36:58 PM","90,0","Overhead Press","None","5","30,0","","","Done","Shoulders,Traps,Abdominals,Legs,Arms"
"Greyskulls A","3/11/2019","4:30:44 PM","3/11/2019","5:36:58 PM","90,0","Overhead Press","None","5","30,0","","","Done","Shoulders,Traps,Abdominals,Legs,Arms"
"Greyskulls A","3/11/2019","4:30:44 PM","3/11/2019","5:36:58 PM","90,0","Running","None","","","00:06:00","0,7","NotStarted","Cardio"
"Greyskulls B","3/19/2019","3:57:58 PM","3/19/2019","6:11:50 PM","90,0","Chest Fly","Machine","12","45,0","","","Done","Pectorals"
"Greyskulls B","3/19/2019","3:57:58 PM","3/19/2019","6:11:50 PM","90,0","Chest Fly","Machine","12","45,0","","","Done","Pectorals"
"Greyskulls B","3/19/2019","3:57:58 PM","3/19/2019","6:11:50 PM","90,0","Chest Fly","Machine","5","45,0","","","Failed","Pectorals"
"Greyskulls B","3/19/2019","3:57:58 PM","3/19/2019","6:11:50 PM","90,0","Dumbbell Press","None","10","20,0","","","Done","Pecs"
"Greyskulls B","3/19/2019","3:57:58 PM","3/19/2019","6:11:50 PM","90,0","Dumbbell Press","None","10","20,0","","","Done","Pecs"
"Greyskulls B","3/19/2019","3:57:58 PM","3/19/2019","6:11:50 PM","90,0","Dumbbell Press","None","10","20,0","","","Done","Pecs"
"Greyskulls B","3/19/2019","3:57:58 PM","3/19/2019","6:11:50 PM","90,0","Dips","None","5","0,0","","","Done","Chest"
"Greyskulls B","3/19/2019","3:57:58 PM","3/19/2019","6:11:50 PM","90,0","Dips","None","5","0,0","","","Done","Chest"
"Greyskulls B","3/19/2019","3:57:58 PM","3/19/2019","6:11:50 PM","90,0","Dips","None","5","0,0","","","Done","Chest"
"Greyskulls B","3/19/2019","3:57:58 PM","3/19/2019","6:11:50 PM","90,0","Bench Press","Machine","5","35,0","","","Done","Pectorals,Triceps"
"Greyskulls B","3/19/2019","3:57:58 PM","3/19/2019","6:11:50 PM","90,0","Bench Press","Machine","5","35,0","","","Done","Pectorals,Triceps"
"Greyskulls B","3/19/2019","3:57:58 PM","3/19/2019","6:11:50 PM","90,0","Bench Press","Machine","7","35,0","","","Done","Pectorals,Triceps"
"Greyskulls B","3/19/2019","3:57:58 PM","3/19/2019","6:11:50 PM","90,0","Negative Pullups","None","18","0,0","","","NotStarted","Pull-ups "
"Greyskulls B","3/19/2019","3:57:58 PM","3/19/2019","6:11:50 PM","90,0","Barbell Row","Barbell","5","70,0","","","Done","Upper Back,Lower Back,Abdominals,Hips,Arms"
"Greyskulls B","3/19/2019","3:57:58 PM","3/19/2019","6:11:50 PM","90,0","Barbell Row","Barbell","5","70,0","","","Done","Upper Back,Lower Back,Abdominals,Hips,Arms"
"Greyskulls B","3/19/2019","3:57:58 PM","3/19/2019","6:11:50 PM","90,0","Barbell Row","Barbell","5","70,0","","","Done","Upper Back,Lower Back,Abdominals,Hips,Arms"
"Greyskulls B","3/19/2019","3:57:58 PM","3/19/2019","6:11:50 PM","90,0","Deadlift","Barbell","5","90,0","","","Done","Glutes,Quads,Hamstring,Hips,Lower Back"
"Greyskulls B","3/19/2019","3:57:58 PM","3/19/2019","6:11:50 PM","90,0","Running","None","","","00:15:00","2,8","NotStarted","Cardio"
"Greyskulls A","4/2/2019","2:46:33 PM","4/2/2019","3:36:02 PM","90,0","Leg Press","Machine","10","93,0","","","Done","Glutes,Quads"
"Greyskulls A","4/2/2019","2:46:33 PM","4/2/2019","3:36:02 PM","90,0","Leg Press","Machine","10","93,0","","","Done","Glutes,Quads"
"Greyskulls A","4/2/2019","2:46:33 PM","4/2/2019","3:36:02 PM","90,0","Leg Press","Machine","10","93,0","","","Done","Glutes,Quads"
"Greyskulls A","4/2/2019","2:46:33 PM","4/2/2019","3:36:02 PM","90,0","Split Squat","Barbell","10","0,0","","","Done",""
"Greyskulls A","4/2/2019","2:46:33 PM","4/2/2019","3:36:02 PM","90,0","Split Squat","Barbell","10","20,0","","","NotStarted",""
"Greyskulls A","4/2/2019","2:46:33 PM","4/2/2019","3:36:02 PM","90,0","Split Squat","Barbell","10","20,0","","","NotStarted",""
"Greyskulls A","4/2/2019","2:46:33 PM","4/2/2019","3:36:02 PM","90,0","Squat","Barbell","5","70,0","","","NotStarted","Glutes,Quads,Abdominals,Hips"
"Greyskulls A","4/2/2019","2:46:33 PM","4/2/2019","3:36:02 PM","90,0","Squat","Barbell","5","70,0","","","NotStarted","Glutes,Quads,Abdominals,Hips"
"Greyskulls A","4/2/2019","2:46:33 PM","4/2/2019","3:36:02 PM","90,0","Squat","Barbell","5","70,0","","","NotStarted","Glutes,Quads,Abdominals,Hips"
"Greyskulls A","4/2/2019","2:46:33 PM","4/2/2019","3:36:02 PM","90,0","Standing Calf Raise","Single Dumbbell","5","95,0","","","NotStarted","Calves"
"Greyskulls A","4/2/2019","2:46:33 PM","4/2/2019","3:36:02 PM","90,0","Standing Calf Raise","Single Dumbbell","5","95,0","","","NotStarted","Calves"
"Greyskulls A","4/2/2019","2:46:33 PM","4/2/2019","3:36:02 PM","90,0","Shoulder Fly","Single Dumbbell","12","14,0","","","Done","Deltoids"
"Greyskulls A","4/2/2019","2:46:33 PM","4/2/2019","3:36:02 PM","90,0","Shoulder Fly","Single Dumbbell","12","14,0","","","Done","Deltoids"
"Greyskulls A","4/2/2019","2:46:33 PM","4/2/2019","3:36:02 PM","90,0","Shoulder Fly","Single Dumbbell","8","14,0","","","Failed","Deltoids"
"Greyskulls A","4/2/2019","2:46:33 PM","4/2/2019","3:36:02 PM","90,0","Shoulder Shrug","Single Dumbbell","10","30,0","","","Done","Traps"
"Greyskulls A","4/2/2019","2:46:33 PM","4/2/2019","3:36:02 PM","90,0","Shoulder Shrug","Single Dumbbell","10","30,0","","","Done","Traps"
"Greyskulls A","4/2/2019","2:46:33 PM","4/2/2019","3:36:02 PM","90,0","Shoulder Shrug","Single Dumbbell","10","30,0","","","Done","Traps"
"Greyskulls A","4/2/2019","2:46:33 PM","4/2/2019","3:36:02 PM","90,0","Overhead Press","None","10","25,0","","","Done","Shoulders,Traps,Abdominals,Legs,Arms"
"Greyskulls A","4/2/2019","2:46:33 PM","4/2/2019","3:36:02 PM","90,0","Overhead Press","None","10","25,0","","","Done","Shoulders,Traps,Abdominals,Legs,Arms"
"Greyskulls A","4/2/2019","2:46:33 PM","4/2/2019","3:36:02 PM","90,0","Overhead Press","None","5","25,0","","","Failed","Shoulders,Traps,Abdominals,Legs,Arms"
"Greyskulls A","4/2/2019","2:46:33 PM","4/2/2019","3:36:02 PM","90,0","Running","None","","","00:06:00","0,7","Done","Cardio"
"Greyskulls B","4/9/2019","3:22:31 PM","4/9/2019","4:35:27 PM","90,0","Chest Fly","Machine","12","45,0","","","Done","Pectorals"
"Greyskulls B","4/9/2019","3:22:31 PM","4/9/2019","4:35:27 PM","90,0","Chest Fly","Machine","12","45,0","","","Done","Pectorals"
"Greyskulls B","4/9/2019","3:22:31 PM","4/9/2019","4:35:27 PM","90,0","Chest Fly","Machine","8","45,0","","","Failed","Pectorals"
"Greyskulls B","4/9/2019","3:22:31 PM","4/9/2019","4:35:27 PM","90,0","Dumbbell Press","None","5","24,0","","","Done","Pecs"
"Greyskulls B","4/9/2019","3:22:31 PM","4/9/2019","4:35:27 PM","90,0","Dumbbell Press","None","5","24,0","","","Done","Pecs"
"Greyskulls B","4/9/2019","3:22:31 PM","4/9/2019","4:35:27 PM","90,0","Dumbbell Press","None","10","24,0","","","Done","Pecs"
"Greyskulls B","4/9/2019","3:22:31 PM","4/9/2019","4:35:27 PM","90,0","Dips","None","7","0,0","","","Done","Chest"
"Greyskulls B","4/9/2019","3:22:31 PM","4/9/2019","4:35:27 PM","90,0","Dips","None","7","0,0","","","Done","Chest"
"Greyskulls B","4/9/2019","3:22:31 PM","4/9/2019","4:35:27 PM","90,0","Dips","None","7","0,0","","","NotStarted","Chest"
"Greyskulls B","4/9/2019","3:22:31 PM","4/9/2019","4:35:27 PM","90,0","Bench Press","Machine","5","40,0","","","Done","Pectorals,Triceps"
"Greyskulls B","4/9/2019","3:22:31 PM","4/9/2019","4:35:27 PM","90,0","Bench Press","Machine","5","40,0","","","Done","Pectorals,Triceps"
"Greyskulls B","4/9/2019","3:22:31 PM","4/9/2019","4:35:27 PM","90,0","Bench Press","Machine","5","40,0","","","Done","Pectorals,Triceps"
"Greyskulls B","4/9/2019","3:22:31 PM","4/9/2019","4:35:27 PM","90,0","Negative Pullups","None","5","0,0","","","Done","Pull-ups "
"Greyskulls B","4/9/2019","3:22:31 PM","4/9/2019","4:35:27 PM","90,0","Barbell Row","Barbell","5","70,0","","","Done","Upper Back,Lower Back,Abdominals,Hips,Arms"
"Greyskulls B","4/9/2019","3:22:31 PM","4/9/2019","4:35:27 PM","90,0","Barbell Row","Barbell","5","70,0","","","Done","Upper Back,Lower Back,Abdominals,Hips,Arms"
"Greyskulls B","4/9/2019","3:22:31 PM","4/9/2019","4:35:27 PM","90,0","Barbell Row","Barbell","7","70,0","","","Done","Upper Back,Lower Back,Abdominals,Hips,Arms"
"Greyskulls B","4/9/2019","3:22:31 PM","4/9/2019","4:35:27 PM","90,0","Deadlift","Barbell","5","95,0","","","Done","Glutes,Quads,Hamstring,Hips,Lower Back"
"Greyskulls B","4/9/2019","3:22:31 PM","4/9/2019","4:35:27 PM","90,0","Running","None","","","00:15:00","2,9","NotStarted","Cardio"
"Greyskulls A","4/15/2019","4:31:26 PM","4/15/2019","6:06:02 PM","90,0","Leg Press","Machine","10","101,0","","","Done","Glutes,Quads"
"Greyskulls A","4/15/2019","4:31:26 PM","4/15/2019","6:06:02 PM","90,0","Leg Press","Machine","10","101,0","","","Done","Glutes,Quads"
"Greyskulls A","4/15/2019","4:31:26 PM","4/15/2019","6:06:02 PM","90,0","Leg Press","Machine","10","101,0","","","Done","Glutes,Quads"
"Greyskulls A","4/15/2019","4:31:26 PM","4/15/2019","6:06:02 PM","90,0","Split Squat","Barbell","14","20,0","","","NotStarted",""
"Greyskulls A","4/15/2019","4:31:26 PM","4/15/2019","6:06:02 PM","90,0","Split Squat","Barbell","14","20,0","","","NotStarted",""
"Greyskulls A","4/15/2019","4:31:26 PM","4/15/2019","6:06:02 PM","90,0","Split Squat","Barbell","14","20,0","","","NotStarted",""
"Greyskulls A","4/15/2019","4:31:26 PM","4/15/2019","6:06:02 PM","90,0","Squat","Barbell","5","70,0","","","Done","Glutes,Quads,Abdominals,Hips"
"Greyskulls A","4/15/2019","4:31:26 PM","4/15/2019","6:06:02 PM","90,0","Squat","Barbell","5","70,0","","","Done","Glutes,Quads,Abdominals,Hips"
"Greyskulls A","4/15/2019","4:31:26 PM","4/15/2019","6:06:02 PM","90,0","Squat","Barbell","5","70,0","","","Done","Glutes,Quads,Abdominals,Hips"
"Greyskulls A","4/15/2019","4:31:26 PM","4/15/2019","6:06:02 PM","90,0","Standing Calf Raise","Single Dumbbell","5","70,0","","","Done","Calves"
"Greyskulls A","4/15/2019","4:31:26 PM","4/15/2019","6:06:02 PM","90,0","Standing Calf Raise","Single Dumbbell","5","70,0","","","Done","Calves"
"Greyskulls A","4/15/2019","4:31:26 PM","4/15/2019","6:06:02 PM","90,0","Shoulder Fly","Single Dumbbell","10","20,0","","","Done","Deltoids"
"Greyskulls A","4/15/2019","4:31:26 PM","4/15/2019","6:06:02 PM","90,0","Shoulder Fly","Single Dumbbell","10","20,0","","","Done","Deltoids"
"Greyskulls A","4/15/2019","4:31:26 PM","4/15/2019","6:06:02 PM","90,0","Shoulder Fly","Single Dumbbell","10","20,0","","","Done","Deltoids"
"Greyskulls A","4/15/2019","4:31:26 PM","4/15/2019","6:06:02 PM","90,0","Shoulder Shrug","Single Dumbbell","10","25,0","","","Done","Traps"
"Greyskulls A","4/15/2019","4:31:26 PM","4/15/2019","6:06:02 PM","90,0","Shoulder Shrug","Single Dumbbell","10","25,0","","","Done","Traps"
"Greyskulls A","4/15/2019","4:31:26 PM","4/15/2019","6:06:02 PM","90,0","Shoulder Shrug","Single Dumbbell","10","25,0","","","Done","Traps"
"Greyskulls A","4/15/2019","4:31:26 PM","4/15/2019","6:06:02 PM","90,0","Overhead Press","None","10","25,0","","","Done","Shoulders,Traps,Abdominals,Legs,Arms"
"Greyskulls A","4/15/2019","4:31:26 PM","4/15/2019","6:06:02 PM","90,0","Overhead Press","None","7","25,0","","","Failed","Shoulders,Traps,Abdominals,Legs,Arms"
"Greyskulls A","4/15/2019","4:31:26 PM","4/15/2019","6:06:02 PM","90,0","Overhead Press","None","10","25,0","","","Done","Shoulders,Traps,Abdominals,Legs,Arms"
"Greyskulls A","4/15/2019","4:31:26 PM","4/15/2019","6:06:02 PM","90,0","Running","None","","","00:06:00","0,7","NotStarted","Cardio"
"Greyskulls B","4/24/2019","3:16:58 PM","4/24/2019","4:13:13 PM","90,0","Chest Fly","Machine","10","40,0","","","Done","Pectorals"
"Greyskulls B","4/24/2019","3:16:58 PM","4/24/2019","4:13:13 PM","90,0","Chest Fly","Machine","10","40,0","","","Done","Pectorals"
"Greyskulls B","4/24/2019","3:16:58 PM","4/24/2019","4:13:13 PM","90,0","Chest Fly","Machine","5","45,0","","","Done","Pectorals"
"Greyskulls B","4/24/2019","3:16:58 PM","4/24/2019","4:13:13 PM","90,0","Dumbbell Press","None","5","28,0","","","Done","Pecs"
"Greyskulls B","4/24/2019","3:16:58 PM","4/24/2019","4:13:13 PM","90,0","Dumbbell Press","None","5","28,0","","","Done","Pecs"
"Greyskulls B","4/24/2019","3:16:58 PM","4/24/2019","4:13:13 PM","90,0","Dumbbell Press","None","8","28,0","","","Done","Pecs"
"Greyskulls B","4/24/2019","3:16:58 PM","4/24/2019","4:13:13 PM","90,0","Dips","None","7","0,0","","","Done","Chest"
"Greyskulls B","4/24/2019","3:16:58 PM","4/24/2019","4:13:13 PM","90,0","Dips","None","7","0,0","","","Done","Chest"
"Greyskulls B","4/24/2019","3:16:58 PM","4/24/2019","4:13:13 PM","90,0","Dips","None","9","0,0","","","Done","Chest"
"Greyskulls B","4/24/2019","3:16:58 PM","4/24/2019","4:13:13 PM","90,0","Bench Press","Machine","5","40,0","","","Done","Pectorals,Triceps"
"Greyskulls B","4/24/2019","3:16:58 PM","4/24/2019","4:13:13 PM","90,0","Bench Press","Machine","5","40,0","","","Done","Pectorals,Triceps"
"Greyskulls B","4/24/2019","3:16:58 PM","4/24/2019","4:13:13 PM","90,0","Bench Press","Machine","5","40,0","","","Done","Pectorals,Triceps"
"Greyskulls B","4/24/2019","3:16:58 PM","4/24/2019","4:13:13 PM","90,0","Negative Pullups","None","20","0,0","","","NotStarted","Pull-ups "
"Greyskulls B","4/24/2019","3:16:58 PM","4/24/2019","4:13:13 PM","90,0","Barbell Row","Barbell","5","75,0","","","Done","Upper Back,Lower Back,Abdominals,Hips,Arms"
"Greyskulls B","4/24/2019","3:16:58 PM","4/24/2019","4:13:13 PM","90,0","Barbell Row","Barbell","5","75,0","","","Done","Upper Back,Lower Back,Abdominals,Hips,Arms"
"Greyskulls B","4/24/2019","3:16:58 PM","4/24/2019","4:13:13 PM","90,0","Barbell Row","Barbell","5","75,0","","","Done","Upper Back,Lower Back,Abdominals,Hips,Arms"
"Greyskulls B","4/24/2019","3:16:58 PM","4/24/2019","4:13:13 PM","90,0","Deadlift","Barbell","5","95,0","","","Done","Glutes,Quads,Hamstring,Hips,Lower Back"
"Greyskulls B","4/24/2019","3:16:58 PM","4/24/2019","4:13:13 PM","90,0","Running","None","","","00:15:00","3,0","NotStarted","Cardio"
"Greyskulls A","4/30/2019","2:47:58 PM","4/30/2019","4:43:02 PM","90,0","Leg Press","Machine","5","117,0","","","Done","Glutes,Quads"
"Greyskulls A","4/30/2019","2:47:58 PM","4/30/2019","4:43:02 PM","90,0","Leg Press","Machine","5","117,0","","","Done","Glutes,Quads"
"Greyskulls A","4/30/2019","2:47:58 PM","4/30/2019","4:43:02 PM","90,0","Leg Press","Machine","5","117,0","","","Done","Glutes,Quads"
"Greyskulls A","4/30/2019","2:47:58 PM","4/30/2019","4:43:02 PM","90,0","Split Squat","Barbell","17","20,0","","","NotStarted",""
"Greyskulls A","4/30/2019","2:47:58 PM","4/30/2019","4:43:02 PM","90,0","Split Squat","Barbell","17","20,0","","","NotStarted",""
"Greyskulls A","4/30/2019","2:47:58 PM","4/30/2019","4:43:02 PM","90,0","Split Squat","Barbell","17","20,0","","","NotStarted",""
"Greyskulls A","4/30/2019","2:47:58 PM","4/30/2019","4:43:02 PM","90,0","Squat","Barbell","5","70,0","","","Done","Glutes,Quads,Abdominals,Hips"
"Greyskulls A","4/30/2019","2:47:58 PM","4/30/2019","4:43:02 PM","90,0","Squat","Barbell","5","70,0","","","Done","Glutes,Quads,Abdominals,Hips"
"Greyskulls A","4/30/2019","2:47:58 PM","4/30/2019","4:43:02 PM","90,0","Squat","Barbell","5","70,0","","","Done","Glutes,Quads,Abdominals,Hips"
"Greyskulls A","4/30/2019","2:47:58 PM","4/30/2019","4:43:02 PM","90,0","Standing Calf Raise","Single Dumbbell","7","70,0","","","Done","Calves"
"Greyskulls A","4/30/2019","2:47:58 PM","4/30/2019","4:43:02 PM","90,0","Standing Calf Raise","Single Dumbbell","10","70,0","","","Done","Calves"
